Fund,Sector,Country,Percent,Date,ISIN
Aberdeen New Dawn,Asia Pacific - Excluding Japan,Taiwan,5.04,30/06/2014,GB00BBM56V29
Aberdeen New Dawn,Asia Pacific - Excluding Japan,Thailand,4.1,30/06/2014,GB00BBM56V29
Aberdeen New Dawn,Asia Pacific - Excluding Japan,Cash/Cash Equiv.,0.51,30/06/2014,GB00BBM56V29
Aberdeen New Dawn,Asia Pacific - Excluding Japan,Fixed Interest,0.2,30/06/2014,GB00BBM56V29
Aberdeen New Thai,Country Specialists: Asia Pacific,Thailand,99,30/06/2014,GB0000059971
Aberdeen New Thai,Country Specialists: Asia Pacific,Cash/Cash Equiv.,1,30/06/2014,GB0000059971
Aberdeen New Thai,Country Specialists: Asia Pacific,Fixed Interest,0,30/06/2014,GB0000059971
Aberdeen Private Equity,Private Equity,Not reported,,,
Aberdeen Smaller Companies High Income,UK Equity & Bond Income,UK,86.14,30/06/2014,GB0008063728
Aberdeen Smaller Companies High Income,UK Equity & Bond Income,Cash/Cash Equiv.,0.99,30/06/2014,GB0008063728
Aberdeen Smaller Companies High Income,UK Equity & Bond Income,Fixed Interest,12.87,30/06/2014,GB0008063728
Aberforth Geared Income,Split Capital Trust,UK,99,30/06/2014,GB00B4TR3444
Aberforth Geared Income,Split Capital Trust,Cash/Cash Equiv.,1,30/06/2014,GB00B4TR3444
Aberforth Geared Income,Split Capital Trust,Fixed Interest,0,30/06/2014,GB00B4TR3444
Aberforth Smaller Companies,UK Smaller Companies,UK,100,30/06/2014,GB0000066554
AcenciA Debt Strategies,Hedge Funds,Not reported,,,
Acorn Income,Split Capital Trust,Not reported,,,
Advance Developing Markets,Global Emerging Markets,Nigeria,1,30/06/2014,GG00B45L2K95
Advance Developing Markets,Global Emerging Markets,Other African,1,30/06/2014,GG00B45L2K95
Advance Developing Markets,Global Emerging Markets,South Africa,6,30/06/2014,GG00B45L2K95
Advance Developing Markets,Global Emerging Markets,India,7,30/06/2014,GG00B45L2K95
Advance Developing Markets,Global Emerging Markets,European Emerging,1,30/06/2014,GG00B45L2K95
Advance Developing Markets,Global Emerging Markets,Russia,9,30/06/2014,GG00B45L2K95
Advance Developing Markets,Global Emerging Markets,Turkey,2,30/06/2014,GG00B45L2K95
Advance Developing Markets,Global Emerging Markets,China,13,30/06/2014,GG00B45L2K95
Advance Developing Markets,Global Emerging Markets,Hong Kong,5,30/06/2014,GG00B45L2K95
Advance Developing Markets,Global Emerging Markets,Indonesia,3,30/06/2014,GG00B45L2K95
Advance Developing Markets,Global Emerging Markets,Philippines,1,30/06/2014,GG00B45L2K95
Advance Developing Markets,Global Emerging Markets,Singapore,2,30/06/2014,GG00B45L2K95
Advance Developing Markets,Global Emerging Markets,South Korea,15,30/06/2014,GG00B45L2K95
Advance Developing Markets,Global Emerging Markets,Taiwan,8,30/06/2014,GG00B45L2K95
Advance Developing Markets,Global Emerging Markets,Thailand,4,30/06/2014,GG00B45L2K95
Advance Developing Markets,Global Emerging Markets,Brazil,11,30/06/2014,GG00B45L2K95
Advance Developing Markets,Global Emerging Markets,Mexico,5,30/06/2014,GG00B45L2K95
Advance Developing Markets,Global Emerging Markets,Other Latin America,1,30/06/2014,GG00B45L2K95
Advance Developing Markets,Global Emerging Markets,Peru,1,30/06/2014,GG00B45L2K95
Advance Developing Markets,Global Emerging Markets,Cash/Cash Equiv.,4,30/06/2014,GG00B45L2K95
Advance Frontier Markets,Global Emerging Markets,Botswana,1,30/06/2014,GG00B1W59J17
Advance Frontier Markets,Global Emerging Markets,Ghana,2,30/06/2014,GG00B1W59J17
Advance Frontier Markets,Global Emerging Markets,Ivory Coast,1,30/06/2014,GG00B1W59J17
Advance Frontier Markets,Global Emerging Markets,Kenya,5,30/06/2014,GG00B1W59J17
Advance Frontier Markets,Global Emerging Markets,Mauritius,1,30/06/2014,GG00B1W59J17
Advance Frontier Markets,Global Emerging Markets,Morocco,1,30/06/2014,GG00B1W59J17
Advance Frontier Markets,Global Emerging Markets,Nigeria,13,30/06/2014,GG00B1W59J17
Advance Frontier Markets,Global Emerging Markets,Other African,8,30/06/2014,GG00B1W59J17
Advance Frontier Markets,Global Emerging Markets,Tunisia,2,30/06/2014,GG00B1W59J17
Advance Frontier Markets,Global Emerging Markets,Zambia,3,30/06/2014,GG00B1W59J17
Advance Frontier Markets,Global Emerging Markets,Zimbabwe,2,30/06/2014,GG00B1W59J17
Advance Frontier Markets,Global Emerging Markets,Bangladesh,2,30/06/2014,GG00B1W59J17
Advance Frontier Markets,Global Emerging Markets,Kazakhstan,2,30/06/2014,GG00B1W59J17
Advance Frontier Markets,Global Emerging Markets,Other Asia,2,30/06/2014,GG00B1W59J17
Advance Frontier Markets,Global Emerging Markets,Pakistan,4,30/06/2014,GG00B1W59J17
Advance Frontier Markets,Global Emerging Markets,Romania,6,30/06/2014,GG00B1W59J17
Advance Frontier Markets,Global Emerging Markets,Russia,1,30/06/2014,GG00B1W59J17
Advance Frontier Markets,Global Emerging Markets,Turkey,1,30/06/2014,GG00B1W59J17
Advance Frontier Markets,Global Emerging Markets,Vietnam,11,30/06/2014,GG00B1W59J17
Advance Frontier Markets,Global Emerging Markets,Argentina,5,30/06/2014,GG00B1W59J17
Advance Frontier Markets,Global Emerging Markets,Egypt,3,30/06/2014,GG00B1W59J17
Advance Frontier Markets,Global Emerging Markets,Kuwait,1,30/06/2014,GG00B1W59J17
Advance Frontier Markets,Global Emerging Markets,Oman,1,30/06/2014,GG00B1W59J17
Advance Frontier Markets,Global Emerging Markets,Other Middle East,5,30/06/2014,GG00B1W59J17
Advance Frontier Markets,Global Emerging Markets,Saudi Arabia,12,30/06/2014,GG00B1W59J17
Advance Frontier Markets,Global Emerging Markets,United Arab Emirates,3,30/06/2014,GG00B1W59J17
Advance Frontier Markets,Global Emerging Markets,Cash/Cash Equiv.,2,30/06/2014,GG00B1W59J17
Albion Development VCT,VCT Generalist,Not reported,,,
Albion Development VCT D shares,VCT Generalist,Not reported,,,
Albion Enterprise VCT,VCT Generalist,Not reported,,,
Albion Technology & General VCT,VCT Generalist,Not reported,,,
Albion VCT,VCT Generalist,Not reported,,,
Alcentra European Floating Rate Income,Sector Specialist: Debt,Not reported,,,
Alliance Trust,Global,Czech Republic,0.32,30/06/2014,GB00B11V7W98
Alliance Trust,Global,Belgium,0.4,30/06/2014,GB00B11V7W98
Alliance Trust,Global,Denmark,1.08,30/06/2014,GB00B11V7W98
Alliance Trust,Global,Finland,0.01,30/06/2014,GB00B11V7W98
Alliance Trust,Global,France,3.19,30/06/2014,GB00B11V7W98
Alliance Trust,Global,Germany,6.05,30/06/2014,GB00B11V7W98
Alliance Trust,Global,Ireland,0.09,30/06/2014,GB00B11V7W98
Alliance Trust,Global,Italy,3.35,30/06/2014,GB00B11V7W98
Alliance Trust,Global,Luxembourg,1.08,30/06/2014,GB00B11V7W98
Alliance Trust,Global,Netherlands,0.44,30/06/2014,GB00B11V7W98
Alliance Trust,Global,Norway,0.75,30/06/2014,GB00B11V7W98
Alliance Trust,Global,Spain,0.05,30/06/2014,GB00B11V7W98
Alliance Trust,Global,Sweden,0.95,30/06/2014,GB00B11V7W98
Alliance Trust,Global,Switzerland,1.95,30/06/2014,GB00B11V7W98
Alliance Trust,Global,UK,24.1,30/06/2014,GB00B11V7W98
Alliance Trust,Global,Hong Kong,1.31,30/06/2014,GB00B11V7W98
Alliance Trust,Global,Indonesia,0.54,30/06/2014,GB00B11V7W98
Alliance Trust,Global,Japan,1.88,30/06/2014,GB00B11V7W98
Alliance Trust,Global,New Zealand,0.58,30/06/2014,GB00B11V7W98
Alliance Trust,Global,Singapore,0.72,30/06/2014,GB00B11V7W98
Alliance Trust,Global,South Korea,0.83,30/06/2014,GB00B11V7W98
Alliance Trust,Global,Thailand,1.02,30/06/2014,GB00B11V7W98
Alliance Trust,Global,Mexico,1.59,30/06/2014,GB00B11V7W98
Alliance Trust,Global,Canada,1.68,30/06/2014,GB00B11V7W98
Alliance Trust,Global,USA,38.62,30/06/2014,GB00B11V7W98
Alliance Trust,Global,Cash/Cash Equiv.,1.59,30/06/2014,GB00B11V7W98
Alliance Trust,Global,Fixed Interest,5.83,30/06/2014,GB00B11V7W98
Amati VCT,VCT AIM Quoted,UK,71.64,30/06/2014,GB00B05N8X20
Amati VCT,VCT AIM Quoted,Cash/Cash Equiv.,12.14,30/06/2014,GB00B05N8X20
Amati VCT,VCT AIM Quoted,Fixed Interest,16.22,30/06/2014,GB00B05N8X20
Amati VCT 2,VCT AIM Quoted,UK,80.42,30/06/2014,GB00B641BB82
Amati VCT 2,VCT AIM Quoted,Cash/Cash Equiv.,10.06,30/06/2014,GB00B641BB82
Amati VCT 2,VCT AIM Quoted,Fixed Interest,9.52,30/06/2014,GB00B641BB82
Artemis Alpha Trust,UK All Companies,Cyprus,0.57,30/06/2014,GB0004355946
Artemis Alpha Trust,UK All Companies,Denmark,1.78,30/06/2014,GB0004355946
Artemis Alpha Trust,UK All Companies,Finland,0.79,30/06/2014,GB0004355946
Artemis Alpha Trust,UK All Companies,Ireland,1.16,30/06/2014,GB0004355946
Artemis Alpha Trust,UK All Companies,Luxembourg,1.44,30/06/2014,GB0004355946
Artemis Alpha Trust,UK All Companies,Netherlands,0.01,30/06/2014,GB0004355946
Artemis Alpha Trust,UK All Companies,UK,79.11,30/06/2014,GB0004355946
Artemis Alpha Trust,UK All Companies,Australia,1.48,30/06/2014,GB0004355946
Artemis Alpha Trust,UK All Companies,Papua New Guinea,1.02,30/06/2014,GB0004355946
Artemis Alpha Trust,UK All Companies,Singapore,4.87,30/06/2014,GB0004355946
Artemis Alpha Trust,UK All Companies,Canada,3.75,30/06/2014,GB0004355946
Artemis Alpha Trust,UK All Companies,USA,0.71,30/06/2014,GB0004355946
Artemis Alpha Trust,UK All Companies,Bermuda,0.6,30/06/2014,GB0004355946
Artemis Alpha Trust,UK All Companies,Cayman Islands,1.61,30/06/2014,GB0004355946
Artemis Alpha Trust,UK All Companies,Cash/Cash Equiv.,0.32,30/06/2014,GB0004355946
Artemis Alpha Trust,UK All Companies,Fixed Interest,0.78,30/06/2014,GB0004355946
Artemis VCT,VCT AIM Quoted,UK,88.02,30/06/2014,GB00B02WQ947
Artemis VCT,VCT AIM Quoted,Cash/Cash Equiv.,11.55,30/06/2014,GB00B02WQ947
Artemis VCT,VCT AIM Quoted,Fixed Interest,0.43,30/06/2014,GB00B02WQ947
Ashmore Global Opportunities,Global Emerging Markets,Not reported,,,
Ashmore Global Opportunities USD,Global Emerging Markets,Not reported,,,
Asian Total Return,Asia Pacific - Excluding Japan,India,1,30/06/2014,GB0008710799
Asian Total Return,Asia Pacific - Excluding Japan,France,2,30/06/2014,GB0008710799
Asian Total Return,Asia Pacific - Excluding Japan,Luxembourg,2,30/06/2014,GB0008710799
Asian Total Return,Asia Pacific - Excluding Japan,Netherlands,2,30/06/2014,GB0008710799
Asian Total Return,Asia Pacific - Excluding Japan,Australia,7,30/06/2014,GB0008710799
Asian Total Return,Asia Pacific - Excluding Japan,Hong Kong,24,30/06/2014,GB0008710799
Asian Total Return,Asia Pacific - Excluding Japan,Indonesia,3,30/06/2014,GB0008710799
Asian Total Return,Asia Pacific - Excluding Japan,Philippines,9,30/06/2014,GB0008710799
Asian Total Return,Asia Pacific - Excluding Japan,Singapore,5,30/06/2014,GB0008710799
Asian Total Return,Asia Pacific - Excluding Japan,South Korea,3,30/06/2014,GB0008710799
Asian Total Return,Asia Pacific - Excluding Japan,Taiwan,9,30/06/2014,GB0008710799
Asian Total Return,Asia Pacific - Excluding Japan,Thailand,10,30/06/2014,GB0008710799
Asian Total Return,Asia Pacific - Excluding Japan,USA,21,30/06/2014,GB0008710799
Asian Total Return,Asia Pacific - Excluding Japan,Latin America Region,2,30/06/2014,GB0008710799
Asian Total Return,Asia Pacific - Excluding Japan,Cash/Cash Equiv.,0,30/06/2014,GB0008710799
Atlantis Japan Growth,Japanese Smaller Companies,Not reported,,,
Aurora,UK All Companies,Guernsey,2,30/06/2014,GB0000633262
Aurora,UK All Companies,Ireland,1,30/06/2014,GB0000633262
Aurora,UK All Companies,UK,76,30/06/2014,GB0000633262
Aurora,UK All Companies,Japan,6,30/06/2014,GB0000633262
Aurora,UK All Companies,Bermuda,8,30/06/2014,GB0000633262
Aurora,UK All Companies,Cash/Cash Equiv.,1,30/06/2014,GB0000633262
Aurora,UK All Companies,Fixed Interest,6,30/06/2014,GB0000633262
AXA Property,Property Direct - Europe,Not reported,,,
BACIT,Global,Not reported,,,
Baillie Gifford Japan,Japan,Japan,98,30/06/2014,GB0000485838
Baillie Gifford Japan,Japan,Cash/Cash Equiv.,2,30/06/2014,GB0000485838
Baillie Gifford Shin Nippon,Japanese Smaller Companies,Japan,94,30/06/2014,GB0000706274
Baillie Gifford Shin Nippon,Japanese Smaller Companies,Cash/Cash Equiv.,6,30/06/2014,GB0000706274
Baker Steel Resources,Sector Specialist: Commodities & Natural Resources,Not reported,,,
Bankers,Global,Poland,0.21,30/06/2014,GB0000767003
Bankers,Global,Denmark,0.67,30/06/2014,GB0000767003
Bankers,Global,France,2.27,30/06/2014,GB0000767003
Bankers,Global,Germany,3.21,30/06/2014,GB0000767003
Bankers,Global,Netherlands,0.62,30/06/2014,GB0000767003
Bankers,Global,Spain,0.57,30/06/2014,GB0000767003
Bankers,Global,Sweden,0.66,30/06/2014,GB0000767003
Bankers,Global,Switzerland,3.93,30/06/2014,GB0000767003
Bankers,Global,UK,43.92,30/06/2014,GB0000767003
Bankers,Global,Australia,1.71,30/06/2014,GB0000767003
Bankers,Global,China,4.57,30/06/2014,GB0000767003
Bankers,Global,Hong Kong,0.77,30/06/2014,GB0000767003
Bankers,Global,Japan,8.94,30/06/2014,GB0000767003
Bankers,Global,Singapore,0.91,30/06/2014,GB0000767003
Bankers,Global,South Korea,1.47,30/06/2014,GB0000767003
Bankers,Global,Taiwan,1.45,30/06/2014,GB0000767003
Bankers,Global,Thailand,0.83,30/06/2014,GB0000767003
Bankers,Global,Brazil,1.2,30/06/2014,GB0000767003
Bankers,Global,Colombia,0.24,30/06/2014,GB0000767003
Bankers,Global,Mexico,0.56,30/06/2014,GB0000767003
Bankers,Global,Peru,0.28,30/06/2014,GB0000767003
Bankers,Global,USA,20.24,30/06/2014,GB0000767003
Bankers,Global,Cash/Cash Equiv.,0.77,30/06/2014,GB0000767003
Baring Emerging Europe,European Emerging Markets,Hungary,2.87,30/06/2014,GB0032273343
Baring Emerging Europe,European Emerging Markets,Poland,10.5,30/06/2014,GB0032273343
Baring Emerging Europe,European Emerging Markets,Romania,1.13,30/06/2014,GB0032273343
Baring Emerging Europe,European Emerging Markets,Russia,59.24,30/06/2014,GB0032273343
Baring Emerging Europe,European Emerging Markets,Turkey,16.29,30/06/2014,GB0032273343
Baring Emerging Europe,European Emerging Markets,Ukraine,2,30/06/2014,GB0032273343
Baring Emerging Europe,European Emerging Markets,Greece,5.12,30/06/2014,GB0032273343
Baring Emerging Europe,European Emerging Markets,Cash/Cash Equiv.,2.85,30/06/2014,GB0032273343
Baring Emerging Europe,European Emerging Markets,Fixed Interest,0,30/06/2014,GB0032273343
Baronsmead VCT,VCT Generalist,Not reported,,,
Baronsmead VCT 2,VCT Generalist,Not reported,,,
Baronsmead VCT 3,VCT Generalist,Not reported,,,
Baronsmead VCT 4,VCT Generalist,Not reported,,,
Baronsmead VCT 5,VCT Generalist,Not reported,,,
BBGI SICAV S.A.,Sector Specialist: Infrastructure,Not reported,,,
Better Capital 2009,Private Equity,Not reported,,,
Better Capital 2012,Private Equity,Not reported,,,
BH Credit Catalysts,Hedge Funds,Not reported,,,
BH Credit Catalysts USD,Hedge Funds,Not reported,,,
BH Global,Hedge Funds,Not reported,,,
BH Global Euro,Hedge Funds,Not reported,,,
BH Global USD,Hedge Funds,Not reported,,,
BH Macro,Hedge Funds,Not reported,,,
BH Macro Euro,Hedge Funds,Not reported,,,
BH Macro USD,Hedge Funds,Not reported,,,
Biotech Growth,Sector Specialist: Biotechnology & Healthcare,France,1.58,30/06/2014,GB0000385517
Biotech Growth,Sector Specialist: Biotechnology & Healthcare,Ireland,4.03,30/06/2014,GB0000385517
Biotech Growth,Sector Specialist: Biotechnology & Healthcare,Netherlands,0.93,30/06/2014,GB0000385517
Biotech Growth,Sector Specialist: Biotechnology & Healthcare,Switzerland,3.4,30/06/2014,GB0000385517
Biotech Growth,Sector Specialist: Biotechnology & Healthcare,Japan,3.17,30/06/2014,GB0000385517
Biotech Growth,Sector Specialist: Biotechnology & Healthcare,USA,86,30/06/2014,GB0000385517
Biotech Growth,Sector Specialist: Biotechnology & Healthcare,Cash/Cash Equiv.,0.89,30/06/2014,GB0000385517
BlackRock Commodities Income,Sector Specialist: Commodities & Natural Resources,South Africa,1.92,30/06/2014,GB00B0N8MF98
BlackRock Commodities Income,Sector Specialist: Commodities & Natural Resources,Russia,0.83,30/06/2014,GB00B0N8MF98
BlackRock Commodities Income,Sector Specialist: Commodities & Natural Resources,France,3.22,30/06/2014,GB00B0N8MF98
BlackRock Commodities Income,Sector Specialist: Commodities & Natural Resources,Germany,-0.03,30/06/2014,GB00B0N8MF98
BlackRock Commodities Income,Sector Specialist: Commodities & Natural Resources,Italy,3.98,30/06/2014,GB00B0N8MF98
BlackRock Commodities Income,Sector Specialist: Commodities & Natural Resources,Norway,5.02,30/06/2014,GB00B0N8MF98
BlackRock Commodities Income,Sector Specialist: Commodities & Natural Resources,Spain,1.81,30/06/2014,GB00B0N8MF98
BlackRock Commodities Income,Sector Specialist: Commodities & Natural Resources,Switzerland,1.98,30/06/2014,GB00B0N8MF98
BlackRock Commodities Income,Sector Specialist: Commodities & Natural Resources,UK,19.59,30/06/2014,GB00B0N8MF98
BlackRock Commodities Income,Sector Specialist: Commodities & Natural Resources,Australia,1.01,30/06/2014,GB00B0N8MF98
BlackRock Commodities Income,Sector Specialist: Commodities & Natural Resources,China,1.86,30/06/2014,GB00B0N8MF98
BlackRock Commodities Income,Sector Specialist: Commodities & Natural Resources,Brazil,2.9,30/06/2014,GB00B0N8MF98
BlackRock Commodities Income,Sector Specialist: Commodities & Natural Resources,Mexico,1.18,30/06/2014,GB00B0N8MF98
BlackRock Commodities Income,Sector Specialist: Commodities & Natural Resources,Canada,24.2,30/06/2014,GB00B0N8MF98
BlackRock Commodities Income,Sector Specialist: Commodities & Natural Resources,USA,30.45,30/06/2014,GB00B0N8MF98
BlackRock Commodities Income,Sector Specialist: Commodities & Natural Resources,Cash/Cash Equiv.,-1.9,30/06/2014,GB00B0N8MF98
BlackRock Commodities Income,Sector Specialist: Commodities & Natural Resources,Fixed Interest,1.98,30/06/2014,GB00B0N8MF98
BlackRock Emerging Europe,European Emerging Markets,Hungary,6.13,30/06/2014,GB00B0BN1P96
BlackRock Emerging Europe,European Emerging Markets,Lithuania,1.56,30/06/2014,GB00B0BN1P96
BlackRock Emerging Europe,European Emerging Markets,Poland,8.85,30/06/2014,GB00B0BN1P96
BlackRock Emerging Europe,European Emerging Markets,Romania,4.4,30/06/2014,GB00B0BN1P96
BlackRock Emerging Europe,European Emerging Markets,Russia,50.87,30/06/2014,GB00B0BN1P96
BlackRock Emerging Europe,European Emerging Markets,Turkey,14.72,30/06/2014,GB00B0BN1P96
BlackRock Emerging Europe,European Emerging Markets,Ukraine,3.95,30/06/2014,GB00B0BN1P96
BlackRock Emerging Europe,European Emerging Markets,Other Middle East,6.78,30/06/2014,GB00B0BN1P96
BlackRock Emerging Europe,European Emerging Markets,Cash/Cash Equiv.,2.74,30/06/2014,GB00B0BN1P96
BlackRock Emerging Europe,European Emerging Markets,Fixed Interest,0,30/06/2014,GB00B0BN1P96
BlackRock Frontiers,Global Emerging Markets,Morocco,2,30/06/2014,GB00B3SXM832
BlackRock Frontiers,Global Emerging Markets,Nigeria,9.63,30/06/2014,GB00B3SXM832
BlackRock Frontiers,Global Emerging Markets,Bangladesh,6.2,30/06/2014,GB00B3SXM832
BlackRock Frontiers,Global Emerging Markets,Kazakhstan,4.8,30/06/2014,GB00B3SXM832
BlackRock Frontiers,Global Emerging Markets,Other Asia,2.46,30/06/2014,GB00B3SXM832
BlackRock Frontiers,Global Emerging Markets,Pakistan,6.58,30/06/2014,GB00B3SXM832
BlackRock Frontiers,Global Emerging Markets,Sri Lanka,4.58,30/06/2014,GB00B3SXM832
BlackRock Frontiers,Global Emerging Markets,Croatia,0.45,30/06/2014,GB00B3SXM832
BlackRock Frontiers,Global Emerging Markets,Estonia,1.19,30/06/2014,GB00B3SXM832
BlackRock Frontiers,Global Emerging Markets,Romania,4.91,30/06/2014,GB00B3SXM832
BlackRock Frontiers,Global Emerging Markets,Slovenia,1.9,30/06/2014,GB00B3SXM832
BlackRock Frontiers,Global Emerging Markets,Ukraine,3.82,30/06/2014,GB00B3SXM832
BlackRock Frontiers,Global Emerging Markets,UK,0.98,30/06/2014,GB00B3SXM832
BlackRock Frontiers,Global Emerging Markets,Vietnam,2.32,30/06/2014,GB00B3SXM832
BlackRock Frontiers,Global Emerging Markets,Argentina,4.12,30/06/2014,GB00B3SXM832
BlackRock Frontiers,Global Emerging Markets,Brazil,1.76,30/06/2014,GB00B3SXM832
BlackRock Frontiers,Global Emerging Markets,Panama,0.98,30/06/2014,GB00B3SXM832
BlackRock Frontiers,Global Emerging Markets,Kuwait,8.7,30/06/2014,GB00B3SXM832
BlackRock Frontiers,Global Emerging Markets,Oman,4.38,30/06/2014,GB00B3SXM832
BlackRock Frontiers,Global Emerging Markets,Other Middle East,4.8,30/06/2014,GB00B3SXM832
BlackRock Frontiers,Global Emerging Markets,Saudi Arabia,5.69,30/06/2014,GB00B3SXM832
BlackRock Frontiers,Global Emerging Markets,United Arab Emirates,1.45,30/06/2014,GB00B3SXM832
BlackRock Frontiers,Global Emerging Markets,Cash/Cash Equiv.,16.27,30/06/2014,GB00B3SXM832
BlackRock Frontiers,Global Emerging Markets,Fixed Interest,0.03,30/06/2014,GB00B3SXM832
BlackRock Greater Europe,Europe,Hungary,1.19,30/06/2014,GB00B01RDH75
BlackRock Greater Europe,Europe,Russia,3.29,30/06/2014,GB00B01RDH75
BlackRock Greater Europe,Europe,Turkey,2.61,30/06/2014,GB00B01RDH75
