observation_month,publication_type,source,file_format,download_success,parser_success,fields_available,notes
2007-04,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/GEO0704.CSV,csv,,,,MIR 30 April 2007
2007-04,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/MIR0704.CSV,csv,ok,,,MIR 30 April 2007
2007-04,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/PC0704.CSV,csv,,,,MIR 30 April 2007
2007-04,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/PostMIRErrataAdditional0704.csv,csv,ok,,,MIR 30 April 2007
2007-04,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/WAR0704.CSV,csv,,,,MIR 30 April 2007
2007-04,monthly_statistics,https://www.theaic.co.uk/sites/default/files/2024-11/AICStats30Apr2007.pdf,pdf,,,,AIC Stats - April 2007
2007-05,keyfacts,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/AllCompanies31May07.xls,xls,ok,,,Keyfacts 31 May 2007
2007-05,keyfacts,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/KF31May07.pdf,pdf,,,,Keyfacts 31 May 2007
2007-05,keyfacts,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/ManagerRankings31May2007.pdf,pdf,,,,Keyfacts 31 May 2007
2007-05,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/CNV0705.CSV,csv,,,,MIR 31 May 2007
2007-05,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/ErrataAdditional0705.csv,csv,ok,,,MIR 31 May 2007
2007-05,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/GEO0705.CSV,csv,,,,MIR 31 May 2007
2007-05,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/MIR0705.CSV,csv,ok,,,MIR 31 May 2007
2007-05,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/PC0705.CSV,csv,,,,MIR 31 May 2007
2007-05,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/PostMIRErrataAdditional0705.csv,csv,ok,,,MIR 31 May 2007
2007-05,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/WAR0705.CSV,csv,,,,MIR 31 May 2007
2007-05,monthly_statistics,https://www.theaic.co.uk/sites/default/files/2024-11/AICStats31May2007.pdf,pdf,,,,AIC Stats - May 2007
2007-06,keyfacts,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/AllCompanies30June07.xls,xls,ok,,,Keyfacts 30 June 2007
2007-06,keyfacts,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/KF30June07.pdf,pdf,,,,Keyfacts 30 June 2007
2007-06,keyfacts,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/ManagerRankings30June2007.pdf,pdf,,,,Keyfacts 30 June 2007
2007-06,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/CNV0706.CSV,csv,,,,MIR 30 June 2007
2007-06,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/ErrataAdditional0706.csv,csv,ok,,,MIR 30 June 2007
2007-06,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/GEO0706.CSV,csv,,,,MIR 30 June 2007
2007-06,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/MIR0706.CSV,csv,ok,,,MIR 30 June 2007
2007-06,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/PC0706.CSV,csv,,,,MIR 30 June 2007
2007-06,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/PostMIRErrataAdditional0706.csv,csv,ok,,,MIR 30 June 2007
2007-06,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/WAR0706.CSV,csv,,,,MIR 30 June 2007
2007-06,monthly_statistics,https://www.theaic.co.uk/sites/default/files/2024-11/AICStats30Jun2007.pdf,pdf,,,,AIC Stats - June 2007
2007-07,keyfacts,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/AllCompanies31July07.xls,xls,ok,,,Keyfacts 31 July 2007
2007-07,keyfacts,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/KF31July07.pdf,pdf,,,,Keyfacts 31 July 2007
2007-07,keyfacts,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/ManagerRankings31July2007.pdf,pdf,,,,Keyfacts 31 July 2007
2007-07,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/CNV0707.CSV,csv,,,,MIR 31 July 2007
2007-07,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/ErrataAdditional%200707.csv,csv,ok,,,MIR 31 July 2007
2007-07,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/GEO0707.CSV,csv,,,,MIR 31 July 2007
2007-07,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/MIR0707.CSV,csv,ok,,,MIR 31 July 2007
2007-07,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/PC0707.CSV,csv,,,,MIR 31 July 2007
2007-07,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/PostMIRErrataAdditional0707.csv,csv,ok,,,MIR 31 July 2007
2007-07,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/WAR0707.CSV,csv,,,,MIR 31 July 2007
2007-07,monthly_statistics,https://www.theaic.co.uk/sites/default/files/2024-11/AICStats31Jul2007.pdf,pdf,,,,AIC Stats - July 2007
2007-08,keyfacts,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/AllCompanies31Aug07.xls,xls,ok,,,Keyfacts 31 August 2007
2007-08,keyfacts,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/KF31Aug07.pdf,pdf,,,,Keyfacts 31 August 2007
2007-08,keyfacts,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/ManagerRankings31Aug2007.pdf,pdf,,,,Keyfacts 31 August 2007
2007-08,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/CNV0708.CSV,csv,,,,MIR 31 August 2007
2007-08,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/ErrataAdditional%200708.csv,csv,ok,,,MIR 31 August 2007
2007-08,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/GEO0708.CSV,csv,,,,MIR 31 August 2007
2007-08,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/MIR0708.CSV,csv,ok,,,MIR 31 August 2007
2007-08,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/PC0708.CSV,csv,,,,MIR 31 August 2007
2007-08,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/PostMIRErrataAdditional0708.csv,csv,ok,,,MIR 31 August 2007
2007-08,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/WAR0708.CSV,csv,,,,MIR 31 August 2007
2007-08,monthly_statistics,https://www.theaic.co.uk/sites/default/files/2024-11/AICStats31Aug2007.pdf,pdf,,,,AIC Stats - August 2007
2007-09,keyfacts,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/AllCompanies30Sep07.xls,xls,ok,,,Keyfacts 30 September 2007
2007-09,keyfacts,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/KF30Sept07.pdf,pdf,,,,Keyfacts 30 September 2007
2007-09,keyfacts,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/ManagerRankings30Sep2007.pdf,pdf,,,,Keyfacts 30 September 2007
2007-09,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/CNV0709.CSV,csv,,,,MIR 30 September 2007
2007-09,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/ErrataAdditional%200709.csv,csv,ok,,,MIR 30 September 2007
2007-09,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/GEO0709.CSV,csv,,,,MIR 30 September 2007
2007-09,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/MIR0709.CSV,csv,ok,,,MIR 30 September 2007
2007-09,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/PC0709.CSV,csv,,,,MIR 30 September 2007
2007-09,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/PostMIRErrataAdditional0709.csv,csv,ok,,,MIR 30 September 2007
2007-09,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/WAR0709.CSV,csv,,,,MIR 30 September 2007
2007-09,monthly_statistics,https://www.theaic.co.uk/sites/default/files/2024-11/AICStats30Sep2007.pdf,pdf,,,,AIC Stats - September 2007
2007-10,keyfacts,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/AllCompanies31Oct07.xls,xls,ok,,,Keyfacts 31 October 2007
2007-10,keyfacts,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/KF31Oct07.pdf,pdf,,,,Keyfacts 31 October 2007
2007-10,keyfacts,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/ManagerRankings31Oct2007.pdf,pdf,,,,Keyfacts 31 October 2007
2007-10,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/CNV0710.CSV,csv,,,,MIR 31 October 2007
2007-10,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/ErrataAdditional%200710.csv,csv,ok,,,MIR 31 October 2007
2007-10,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/GEO0710.CSV,csv,,,,MIR 31 October 2007
2007-10,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/MIR0710.CSV,csv,ok,,,MIR 31 October 2007
2007-10,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/PC0710.CSV,csv,,,,MIR 31 October 2007
2007-10,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/PostMIRErrataAdditional0710.csv,csv,ok,,,MIR 31 October 2007
2007-10,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/WAR0710.CSV,csv,,,,MIR 31 October 2007
2007-10,monthly_statistics,https://www.theaic.co.uk/sites/default/files/2024-11/AICStats31Oct2007.pdf,pdf,,,,AIC Stats - October 2007
2007-11,keyfacts,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/AllCompanies30Nov07.xls,xls,ok,,,Keyfacts 30 November 2007
2007-11,keyfacts,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/KF30Nov07.pdf,pdf,,,,Keyfacts 30 November 2007
2007-11,keyfacts,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/ManagerRanking30Nov2007.pdf,pdf,,,,Keyfacts 30 November 2007
2007-11,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/CNV0711.CSV,csv,,,,MIR 30 November 2007
2007-11,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/ErrataAdditional%200711.csv,csv,ok,,,MIR 30 November 2007
2007-11,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/GEO0711.CSV,csv,,,,MIR 30 November 2007
2007-11,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/MIR0711.CSV,csv,ok,,,MIR 30 November 2007
2007-11,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/PC0711.CSV,csv,,,,MIR 30 November 2007
2007-11,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/PostMIRErrataAdditional0711.csv,csv,ok,,,MIR 30 November 2007
2007-11,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/WAR0711.CSV,csv,,,,MIR 30 November 2007
2007-11,monthly_statistics,https://www.theaic.co.uk/sites/default/files/2024-11/AICStats30Nov2007.pdf,pdf,,,,AIC Stats - November 2007
2007-12,corporate_activity,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/AICCorporateActivity2007.xlsx,xlsx,ok,,,Corporate Activity 2007
2007-12,keyfacts,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/AllCompanies31Dec07_0.xls,xls,ok,,,Keyfacts 31 December 2007
2007-12,keyfacts,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/KF31Dec07_0.pdf,pdf,,,,Keyfacts 31 December 2007
2007-12,keyfacts,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/ManagerRanking31Dec2007_0.pdf,pdf,,,,Keyfacts 31 December 2007
2007-12,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/CNV0712.CSV,csv,,,,MIR 31 December 2007
2007-12,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/ErrataAdditional%200712.csv,csv,ok,,,MIR 31 December 2007
2007-12,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/GEO0712.CSV,csv,,,,MIR 31 December 2007
2007-12,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/MIR0712.CSV,csv,ok,,,MIR 31 December 2007
2007-12,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/PC0712.CSV,csv,,,,MIR 31 December 2007
2007-12,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/PostMIRErrataAdditional0712.csv,csv,ok,,,MIR 31 December 2007
2007-12,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/WAR0712.CSV,csv,,,,MIR 31 December 2007
2007-12,monthly_statistics,https://www.theaic.co.uk/sites/default/files/2024-11/AICStats31Dec2007.pdf,pdf,,,,AIC Stats - December 2007
2008-01,keyfacts,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/AllCompanies31Jan08.xls,xls,ok,,,Keyfacts 31 January 2008
2008-01,keyfacts,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/KF31Jan08.pdf,pdf,,,,Keyfacts 31 January 2008
2008-01,keyfacts,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/ManagerRanking31Jan2008.pdf,pdf,,,,Keyfacts 31 January 2008
2008-01,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/CNV0801.CSV,csv,,,,MIR 31 January 2008
2008-01,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/Errata%26Additional0801.csv,csv,ok,,,MIR 31 January 2008
2008-01,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/GEO0801.CSV,csv,,,,MIR 31 January 2008
2008-01,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/MIR0801.CSV,csv,ok,,,MIR 31 January 2008
2008-01,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/PC0801.CSV,csv,,,,MIR 31 January 2008
2008-01,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/PostMIRErrataAdditional0801.csv,csv,ok,,,MIR 31 January 2008
2008-01,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/WAR0801.CSV,csv,,,,MIR 31 January 2008
2008-01,monthly_statistics,https://www.theaic.co.uk/sites/default/files/2024-11/AICStats31Jan2008.pdf,pdf,,,,AIC Stats - January 2008
2008-02,keyfacts,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/AllCompanies29Feb08.xls,xls,ok,,,Keyfacts 29 February 2008
2008-02,keyfacts,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/KF29Feb08.pdf,pdf,,,,Keyfacts 29 February 2008
2008-02,keyfacts,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/ManagerRanking29Feb2008.pdf,pdf,,,,Keyfacts 29 February 2008
2008-02,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/CNV0802.CSV,csv,,,,MIR 29 February 2008
2008-02,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/Errata%26Additional0802.csv,csv,ok,,,MIR 29 February 2008
2008-02,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/GEO0802.CSV,csv,,,,MIR 29 February 2008
2008-02,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/MIR0802.CSV,csv,ok,,,MIR 29 February 2008
2008-02,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/PC0802.CSV,csv,,,,MIR 29 February 2008
2008-02,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/PostMIRErrataAdditional0802.csv,csv,ok,,,MIR 29 February 2008
2008-02,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/WAR0802.CSV,csv,,,,MIR 29 February 2008
2008-02,monthly_statistics,https://www.theaic.co.uk/sites/default/files/2024-11/AICStats29Feb2008.pdf,pdf,,,,AIC Stats - February 2008
2008-03,keyfacts,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/AllCompanies31Mar08.xls,xls,ok,,,Keyfacts 31 March 2008
2008-03,keyfacts,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/KF31Mar08.pdf,pdf,,,,Keyfacts 31 March 2008
2008-03,keyfacts,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/ManagerRanking31Mar2008.pdf,pdf,,,,Keyfacts 31 March 2008
2008-03,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/CNV0803.CSV,csv,,,,MIR 31 March 2008
2008-03,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/Errata%26Additional0803.csv,csv,ok,,,MIR 31 March 2008
2008-03,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/GEO0803.CSV,csv,,,,MIR 31 March 2008
2008-03,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/MIR0803.CSV,csv,ok,,,MIR 31 March 2008
2008-03,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/PC0803.CSV,csv,,,,MIR 31 March 2008
2008-03,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/PostMIRErrataAdditional0803.csv,csv,ok,,,MIR 31 March 2008
2008-03,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/WAR0803.CSV,csv,,,,MIR 31 March 2008
2008-03,monthly_statistics,https://www.theaic.co.uk/sites/default/files/2024-11/AICStats31Mar2008.pdf,pdf,,,,AIC Stats - March 2008
2008-04,keyfacts,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/AllCompanies30Apr08.xls,xls,ok,,,Keyfacts 30 April 2008
2008-04,keyfacts,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/KF30Apr08.pdf,pdf,,,,Keyfacts 30 April 2008
2008-04,keyfacts,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/ManagerRanking30Apr2008.pdf,pdf,,,,Keyfacts 30 April 2008
2008-04,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/CNV0804.CSV,csv,,,,MIR 30 April 2008
2008-04,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/ErrataAdditional0804.csv,csv,ok,,,MIR 30 April 2008
2008-04,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/GEO0804.CSV,csv,,,,MIR 30 April 2008
2008-04,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/MIR0804.CSV,csv,ok,,,MIR 30 April 2008
2008-04,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/PC0804.CSV,csv,,,,MIR 30 April 2008
2008-04,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/PostMIRErrataAdditional0804.csv,csv,ok,,,MIR 30 April 2008
2008-04,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/WAR0804.CSV,csv,,,,MIR 30 April 2008
2008-04,monthly_statistics,https://www.theaic.co.uk/sites/default/files/2024-11/AICStats30Apr2008.pdf,pdf,,,,AIC Stats - April 2008
2008-05,keyfacts,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/AllCompanies31May08.xls,xls,ok,,,Keyfacts 31 May 2008
2008-05,keyfacts,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/KF31May08.pdf,pdf,,,,Keyfacts 31 May 2008
2008-05,keyfacts,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/ManagerRanking31May2008.pdf,pdf,,,,Keyfacts 31 May 2008
2008-05,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/CNV0805.CSV,csv,,,,MIR 31 May 2008
2008-05,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/ErrataAdditional0805.csv,csv,ok,,,MIR 31 May 2008
2008-05,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/GEO0805.CSV,csv,,,,MIR 31 May 2008
2008-05,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/MIR0805.CSV,csv,ok,,,MIR 31 May 2008
2008-05,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/PC0805.CSV,csv,,,,MIR 31 May 2008
2008-05,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/PostMIRErrataAdditional0805.csv,csv,ok,,,MIR 31 May 2008
2008-05,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/WAR0805.CSV,csv,,,,MIR 31 May 2008
2008-05,monthly_statistics,https://www.theaic.co.uk/sites/default/files/2024-11/AICStats31May2008.pdf,pdf,,,,AIC Stats - May 2008
2008-06,keyfacts,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/AllCompanies30Jun08.xls,xls,ok,,,Keyfacts 30 June 2008
2008-06,keyfacts,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/KF30Jun08.pdf,pdf,,,,Keyfacts 30 June 2008
2008-06,keyfacts,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/ManagerRanking30Jun2008.pdf,pdf,,,,Keyfacts 30 June 2008
2008-06,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/CNV0806.CSV,csv,,,,MIR 30 June 2008
2008-06,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/ErrataAdditional0806.csv,csv,ok,,,MIR 30 June 2008
2008-06,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/GEO0806.CSV,csv,,,,MIR 30 June 2008
2008-06,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/MIR0806.CSV,csv,ok,,,MIR 30 June 2008
2008-06,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/PC0806.CSV,csv,,,,MIR 30 June 2008
2008-06,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/PostMIRErrataAdditional0806.csv,csv,ok,,,MIR 30 June 2008
2008-06,mir,https://www.theaic.co.uk/sites/default/files/import/statistics_entry/WAR0806.CSV,csv,,,,MIR 30 June 2008
2008-06,monthly_statistics,https://www.theaic.co.uk/sites/default/files/2024-11/AICStats30Jun2008.pdf,pdf,,,,AIC Stats - June 2008
